epoch ,train/box_loss ,train/cls_loss ,train/dfl_loss ,metrics/precision(B) ,metrics/recall(B) ,metrics/mAP50(B) ,metrics/mAP50-95(B) ,val/box_loss ,val/cls_loss ,val/dfl_loss ,lr/pg0    ,lr/pg1    ,lr/pg2
  262 ,        1.3414 ,        1.2713 ,        1.3019 ,             0.79972 ,          0.62135 ,         0.72669 ,            0.49628 ,      1.1052 ,     0.87592 ,      1.1283 ,0.0056935 ,0.0056935 ,0.0056935
  263 ,        1.3404 ,        1.273  ,        1.3018 ,             0.79727 ,          0.62457 ,         0.72713 ,            0.49638 ,      1.1042 ,     0.87465 ,      1.1277 ,0.005677  ,0.005677  ,0.005677
  264 ,        1.3404 ,        1.2732 ,        1.303  ,             0.79797 ,          0.62378 ,         0.72778 ,            0.49702 ,      1.1034 ,     0.87395 ,      1.1268 ,0.0056605 ,0.0056605 ,0.0056605
  265 ,        1.3374 ,        1.2666 ,        1.2996 ,             0.79744 ,          0.62336 ,         0.72751 ,            0.49727 ,      1.1025 ,     0.87364 ,      1.1264 ,0.005644  ,0.005644  ,0.005644
  266 ,        1.3404 ,        1.2687 ,        1.3019 ,             0.79347 ,          0.62745 ,         0.72772 ,            0.497   ,      1.1027 ,     0.8728  ,      1.1268 ,0.0056275 ,0.0056275 ,0.0056275
  267 ,        1.3394 ,        1.273  ,        1.3044 ,             0.79565 ,          0.62522 ,         0.7277  ,            0.49671 ,      1.1024 ,     0.87257 ,      1.1264 ,0.005611  ,0.005611  ,0.005611
  268 ,        1.3429 ,        1.2742 ,        1.3041 ,             0.79687 ,          0.62522 ,         0.72761 ,            0.49701 ,      1.102  ,     0.87286 ,      1.1262 ,0.0055945 ,0.0055945 ,0.0055945
  269 ,        1.3408 ,        1.2706 ,        1.3022 ,             0.8029  ,          0.62216 ,         0.72737 ,            0.49696 ,      1.1012 ,     0.8729  ,      1.1264 ,0.005578  ,0.005578  ,0.005578
  270 ,        1.3393 ,        1.2686 ,        1.299  ,             0.79937 ,          0.62517 ,         0.72749 ,            0.49695 ,      1.1006 ,     0.87273 ,      1.1254 ,0.0055615 ,0.0055615 ,0.0055615
  271 ,        1.3376 ,        1.2654 ,        1.2999 ,             0.79513 ,          0.62697 ,         0.72783 ,            0.49691 ,      1.1006 ,     0.87332 ,      1.1254 ,0.005545  ,0.005545  ,0.005545
  272 ,        1.3374 ,        1.2682 ,        1.2999 ,             0.79143 ,          0.6299  ,         0.72876 ,            0.49805 ,      1.0998 ,     0.87293 ,      1.1253 ,0.0055285 ,0.0055285 ,0.0055285
  273 ,        1.3377 ,        1.2695 ,        1.2983 ,             0.8008  ,          0.6242  ,         0.72835 ,            0.49758 ,      1.1004 ,     0.87239 ,      1.1254 ,0.005512  ,0.005512  ,0.005512
  274 ,        1.3386 ,        1.2667 ,        1.2976 ,             0.80123 ,          0.62207 ,         0.7284  ,            0.49793 ,      1.1009 ,     0.87112 ,      1.1247 ,0.0054955 ,0.0054955 ,0.0054955
  275 ,        1.3368 ,        1.2675 ,        1.2982 ,             0.80321 ,          0.61993 ,         0.7283  ,            0.49788 ,      1.1002 ,     0.87177 ,      1.1238 ,0.005479  ,0.005479  ,0.005479
  276 ,        1.3367 ,        1.2645 ,        1.2987 ,             0.8037  ,          0.62189 ,         0.72903 ,            0.49851 ,      1.1    ,     0.87067 ,      1.1232 ,0.0054625 ,0.0054625 ,0.0054625
  277 ,        1.3348 ,        1.2642 ,        1.2981 ,             0.79821 ,          0.62494 ,         0.72902 ,            0.49896 ,      1.0991 ,     0.87053 ,      1.1227 ,0.005446  ,0.005446  ,0.005446
  278 ,        1.3351 ,        1.2658 ,        1.2988 ,             0.80124 ,          0.62411 ,         0.72931 ,            0.49897 ,      1.0994 ,     0.87112 ,      1.1232 ,0.0054295 ,0.0054295 ,0.0054295
  279 ,        1.3352 ,        1.2616 ,        1.298  ,             0.79798 ,          0.62559 ,         0.72943 ,            0.49916 ,      1.0991 ,     0.87089 ,      1.1229 ,0.005413  ,0.005413  ,0.005413
  280 ,        1.333  ,        1.2581 ,        1.2952 ,             0.79671 ,          0.6281  ,         0.72957 ,            0.4994  ,      1.0988 ,     0.87041 ,      1.1222 ,0.0053965 ,0.0053965 ,0.0053965
  281 ,        1.3347 ,        1.2657 ,        1.3004 ,             0.80105 ,          0.62763 ,         0.72953 ,            0.49896 ,      1.0984 ,     0.86961 ,      1.122  ,0.00538   ,0.00538   ,0.00538
  282 ,        1.3334 ,        1.263  ,        1.2979 ,             0.79643 ,          0.62884 ,         0.72953 ,            0.49914 ,      1.0983 ,     0.86866 ,      1.1218 ,0.0053635 ,0.0053635 ,0.0053635
  283 ,        1.3329 ,        1.2616 ,        1.2963 ,             0.7996  ,          0.6279  ,         0.7298  ,            0.4987  ,      1.0983 ,     0.86929 ,      1.1219 ,0.005347  ,0.005347  ,0.005347
  284 ,        1.3345 ,        1.2624 ,        1.2979 ,             0.79654 ,          0.62856 ,         0.72928 ,            0.49889 ,      1.0991 ,     0.8698  ,      1.1222 ,0.0053305 ,0.0053305 ,0.0053305
  285 ,        1.3323 ,        1.2609 ,        1.2953 ,             0.79879 ,          0.62735 ,         0.7295  ,            0.49884 ,      1.0986 ,     0.86982 ,      1.1217 ,0.005314  ,0.005314  ,0.005314
  286 ,        1.3334 ,        1.2612 ,        1.2962 ,             0.7973  ,          0.6296  ,         0.73038 ,            0.49883 ,      1.0974 ,     0.87028 ,      1.1205 ,0.0052975 ,0.0052975 ,0.0052975
  287 ,        1.3315 ,        1.2575 ,        1.2936 ,             0.79906 ,          0.62874 ,         0.72945 ,            0.49892 ,      1.0973 ,     0.87058 ,      1.1207 ,0.005281  ,0.005281  ,0.005281
  288 ,        1.3351 ,        1.2596 ,        1.2949 ,             0.79753 ,          0.63134 ,         0.72997 ,            0.49898 ,      1.098  ,     0.86995 ,      1.1213 ,0.0052645 ,0.0052645 ,0.0052645
  289 ,        1.3324 ,        1.26   ,        1.294  ,             0.80092 ,          0.62865 ,         0.73061 ,            0.49929 ,      1.0981 ,     0.87034 ,      1.1211 ,0.005248  ,0.005248  ,0.005248
  290 ,        1.3305 ,        1.2573 ,        1.2945 ,             0.80158 ,          0.63051 ,         0.73041 ,            0.49928 ,      1.0983 ,     0.86934 ,      1.1213 ,0.0052315 ,0.0052315 ,0.0052315
  291 ,        1.3302 ,        1.2579 ,        1.2947 ,             0.79899 ,          0.63032 ,         0.73016 ,            0.49952 ,      1.0978 ,     0.86993 ,      1.1214 ,0.005215  ,0.005215  ,0.005215
  292 ,        1.3273 ,        1.2533 ,        1.2916 ,             0.80257 ,          0.62791 ,         0.72979 ,            0.49918 ,      1.0976 ,     0.87026 ,      1.1213 ,0.0051985 ,0.0051985 ,0.0051985
  293 ,        1.3288 ,        1.2528 ,        1.2936 ,             0.79947 ,          0.62815 ,         0.73028 ,            0.49918 ,      1.0975 ,     0.86939 ,      1.1217 ,0.005182  ,0.005182  ,0.005182
  294 ,        1.331  ,        1.2573 ,        1.2951 ,             0.79803 ,          0.62633 ,         0.72937 ,            0.49921 ,      1.0967 ,     0.86821 ,      1.1215 ,0.0051655 ,0.0051655 ,0.0051655
  295 ,        1.3304 ,        1.26   ,        1.2947 ,             0.80079 ,          0.62522 ,         0.72935 ,            0.49923 ,      1.0965 ,     0.86918 ,      1.1203 ,0.005149  ,0.005149  ,0.005149
  296 ,        1.3286 ,        1.2552 ,        1.2927 ,             0.79793 ,          0.62754 ,         0.7293  ,            0.4991  ,      1.0961 ,     0.86868 ,      1.12   ,0.0051325 ,0.0051325 ,0.0051325
  297 ,        1.3299 ,        1.2535 ,        1.2927 ,             0.79751 ,          0.62884 ,         0.72998 ,            0.49945 ,      1.0951 ,     0.86844 ,      1.1193 ,0.005116  ,0.005116  ,0.005116
  298 ,        1.3284 ,        1.2572 ,        1.2956 ,             0.79749 ,          0.62949 ,         0.72978 ,            0.49977 ,      1.0963 ,     0.86816 ,      1.1205 ,0.0050995 ,0.0050995 ,0.0050995
  299 ,        1.3271 ,        1.2543 ,        1.2919 ,             0.79498 ,          0.63218 ,         0.73013 ,            0.50006 ,      1.0966 ,     0.86754 ,      1.1207 ,0.005083  ,0.005083  ,0.005083
  300 ,        1.3284 ,        1.2515 ,        1.2911 ,             0.79323 ,          0.63097 ,         0.72994 ,            0.49932 ,      1.0968 ,     0.86693 ,      1.1206 ,0.0050665 ,0.0050665 ,0.0050665
  301 ,        1.3265 ,        1.2523 ,        1.2943 ,             0.79457 ,          0.63246 ,         0.73041 ,            0.50004 ,      1.0958 ,     0.86599 ,      1.1196 ,0.00505   ,0.00505   ,0.00505
  302 ,        1.3291 ,        1.2561 ,        1.2917 ,             0.79161 ,          0.63306 ,         0.7293  ,            0.49983 ,      1.0957 ,     0.86611 ,      1.1195 ,0.0050335 ,0.0050335 ,0.0050335
  303 ,        1.3303 ,        1.2557 ,        1.2909 ,             0.79335 ,          0.63422 ,         0.72973 ,            0.49946 ,      1.0939 ,     0.86606 ,      1.1179 ,0.005017  ,0.005017  ,0.005017
  304 ,        1.3264 ,        1.249  ,        1.2893 ,             0.79251 ,          0.63422 ,         0.73035 ,            0.50014 ,      1.0938 ,     0.86627 ,      1.1177 ,0.0050005 ,0.0050005 ,0.0050005
  305 ,        1.3278 ,        1.2543 ,        1.2913 ,             0.79321 ,          0.63292 ,         0.73071 ,            0.5006  ,      1.0929 ,     0.86589 ,      1.1171 ,0.004984  ,0.004984  ,0.004984
  306 ,        1.3276 ,        1.2528 ,        1.2915 ,             0.79197 ,          0.63459 ,         0.73102 ,            0.50042 ,      1.0921 ,     0.86492 ,      1.1169 ,0.0049675 ,0.0049675 ,0.0049675
  307 ,        1.3255 ,        1.25   ,        1.2902 ,             0.80121 ,          0.62921 ,         0.73096 ,            0.50068 ,      1.0924 ,     0.86386 ,      1.117  ,0.004951  ,0.004951  ,0.004951
  308 ,        1.3264 ,        1.2508 ,        1.2882 ,             0.80252 ,          0.62972 ,         0.73186 ,            0.50094 ,      1.0919 ,     0.86396 ,      1.116  ,0.0049345 ,0.0049345 ,0.0049345
  309 ,        1.3279 ,        1.2494 ,        1.2883 ,             0.80643 ,          0.62894 ,         0.73204 ,            0.50148 ,      1.0917 ,     0.86413 ,      1.1161 ,0.004918  ,0.004918  ,0.004918
  310 ,        1.3242 ,        1.2468 ,        1.2871 ,             0.80502 ,          0.62708 ,         0.73151 ,            0.50102 ,      1.0915 ,     0.86471 ,      1.116  ,0.0049015 ,0.0049015 ,0.0049015
  311 ,        1.3264 ,        1.2491 ,        1.2895 ,             0.80126 ,          0.63222 ,         0.73196 ,            0.50186 ,      1.0906 ,     0.86335 ,      1.1155 ,0.004885  ,0.004885  ,0.004885
  312 ,        1.3239 ,        1.2472 ,        1.2871 ,             0.80095 ,          0.63325 ,         0.73166 ,            0.50179 ,      1.0904 ,     0.86285 ,      1.1153 ,0.0048685 ,0.0048685 ,0.0048685
  313 ,        1.3244 ,        1.2462 ,        1.2871 ,             0.79827 ,          0.63366 ,         0.73193 ,            0.50165 ,      1.0906 ,     0.86247 ,      1.1154 ,0.004852  ,0.004852  ,0.004852
  314 ,        1.3229 ,        1.2439 ,        1.286  ,             0.80199 ,          0.63032 ,         0.73147 ,            0.50141 ,      1.09   ,     0.86233 ,      1.1145 ,0.0048355 ,0.0048355 ,0.0048355
  315 ,        1.3253 ,        1.2481 ,        1.2884 ,             0.8032  ,          0.62865 ,         0.73245 ,            0.50149 ,      1.0899 ,     0.86188 ,      1.1143 ,0.004819  ,0.004819  ,0.004819
  316 ,        1.3234 ,        1.245  ,        1.2862 ,             0.79952 ,          0.63218 ,         0.73247 ,            0.50167 ,      1.0885 ,     0.86137 ,      1.113  ,0.0048025 ,0.0048025 ,0.0048025
  317 ,        1.3208 ,        1.2448 ,        1.2846 ,             0.80105 ,          0.63213 ,         0.73246 ,            0.50167 ,      1.0883 ,     0.86201 ,      1.1127 ,0.004786  ,0.004786  ,0.004786
  318 ,        1.3229 ,        1.245  ,        1.287  ,             0.79523 ,          0.6346  ,         0.73244 ,            0.50156 ,      1.0876 ,     0.86184 ,      1.1119 ,0.0047695 ,0.0047695 ,0.0047695
  319 ,        1.3234 ,        1.2469 ,        1.2857 ,             0.79962 ,          0.63317 ,         0.73228 ,            0.5023  ,      1.0883 ,     0.86264 ,      1.1125 ,0.004753  ,0.004753  ,0.004753
  320 ,        1.3218 ,        1.2438 ,        1.2863 ,             0.79564 ,          0.63515 ,         0.7329  ,            0.50234 ,      1.0886 ,     0.863   ,      1.1128 ,0.0047365 ,0.0047365 ,0.0047365
  321 ,        1.3218 ,        1.2415 ,        1.2847 ,             0.80069 ,          0.63221 ,         0.73196 ,            0.50254 ,      1.0873 ,     0.86286 ,      1.1121 ,0.00472   ,0.00472   ,0.00472
  322 ,        1.3187 ,        1.2428 ,        1.2837 ,             0.80188 ,          0.63255 ,         0.73204 ,            0.50288 ,      1.0857 ,     0.86195 ,      1.1109 ,0.0047035 ,0.0047035 ,0.0047035
  323 ,        1.3209 ,        1.2418 ,        1.2866 ,             0.80113 ,          0.63181 ,         0.73205 ,            0.5024  ,      1.085  ,     0.86215 ,      1.11   ,0.004687  ,0.004687  ,0.004687
  324 ,        1.3147 ,        1.2378 ,        1.2832 ,             0.80154 ,          0.63223 ,         0.73249 ,            0.50229 ,      1.0855 ,     0.86207 ,      1.1108 ,0.0046705 ,0.0046705 ,0.0046705
  325 ,        1.3181 ,        1.2413 ,        1.2854 ,             0.80218 ,          0.63069 ,         0.73211 ,            0.50244 ,      1.0866 ,     0.86165 ,      1.1118 ,0.004654  ,0.004654  ,0.004654
  326 ,        1.3197 ,        1.2403 ,        1.2852 ,             0.79987 ,          0.63119 ,         0.73214 ,            0.50251 ,      1.0874 ,     0.86046 ,      1.1125 ,0.0046375 ,0.0046375 ,0.0046375
  327 ,        1.3151 ,        1.2367 ,        1.2817 ,             0.79755 ,          0.63301 ,         0.73236 ,            0.50238 ,      1.0878 ,     0.8611  ,      1.113  ,0.004621  ,0.004621  ,0.004621
  328 ,        1.3166 ,        1.2392 ,        1.2825 ,             0.79487 ,          0.63459 ,         0.7322  ,            0.50236 ,      1.0881 ,     0.86099 ,      1.1131 ,0.0046045 ,0.0046045 ,0.0046045
  329 ,        1.3192 ,        1.2396 ,        1.2842 ,             0.79673 ,          0.63524 ,         0.73266 ,            0.50362 ,      1.0879 ,     0.86083 ,      1.1128 ,0.004588  ,0.004588  ,0.004588
  330 ,        1.3187 ,        1.2401 ,        1.2842 ,             0.8007  ,          0.63298 ,         0.73333 ,            0.50411 ,      1.0869 ,     0.86046 ,      1.112  ,0.0045715 ,0.0045715 ,0.0045715
  331 ,        1.3173 ,        1.2385 ,        1.2839 ,             0.80242 ,          0.63246 ,         0.73361 ,            0.50414 ,      1.0869 ,     0.8602  ,      1.112  ,0.004555  ,0.004555  ,0.004555
  332 ,        1.3167 ,        1.238  ,        1.2842 ,             0.80579 ,          0.63097 ,         0.73354 ,            0.50443 ,      1.0861 ,     0.86065 ,      1.1116 ,0.0045385 ,0.0045385 ,0.0045385
  333 ,        1.3162 ,        1.2377 ,        1.2831 ,             0.80217 ,          0.63361 ,         0.73307 ,            0.50463 ,      1.0858 ,     0.8611  ,      1.1114 ,0.004522  ,0.004522  ,0.004522
  334 ,        1.3157 ,        1.236  ,        1.2819 ,             0.8041  ,          0.63237 ,         0.73379 ,            0.5047  ,      1.0858 ,     0.86126 ,      1.1116 ,0.0045055 ,0.0045055 ,0.0045055
  335 ,        1.3169 ,        1.2379 ,        1.2826 ,             0.80127 ,          0.6334  ,         0.73325 ,            0.50408 ,      1.0854 ,     0.86087 ,      1.1113 ,0.004489  ,0.004489  ,0.004489
  336 ,        1.3158 ,        1.2371 ,        1.2828 ,             0.80261 ,          0.6332  ,         0.73339 ,            0.50409 ,      1.0845 ,     0.86034 ,      1.1108 ,0.0044725 ,0.0044725 ,0.0044725
  337 ,        1.3153 ,        1.236  ,        1.2813 ,             0.80384 ,          0.63237 ,         0.73374 ,            0.50396 ,      1.0845 ,     0.86012 ,      1.1105 ,0.004456  ,0.004456  ,0.004456
  338 ,        1.3157 ,        1.2364 ,        1.2811 ,             0.80352 ,          0.63257 ,         0.73415 ,            0.50447 ,      1.0839 ,     0.85917 ,      1.1104 ,0.0044395 ,0.0044395 ,0.0044395
  339 ,        1.3161 ,        1.2367 ,        1.281  ,             0.80617 ,          0.6306  ,         0.73427 ,            0.50445 ,      1.0842 ,     0.85819 ,      1.11   ,0.004423  ,0.004423  ,0.004423
  340 ,        1.312  ,        1.2337 ,        1.2792 ,             0.80915 ,          0.63014 ,         0.73426 ,            0.50438 ,      1.0835 ,     0.85832 ,      1.1095 ,0.0044065 ,0.0044065 ,0.0044065
  341 ,        1.3117 ,        1.2347 ,        1.2796 ,             0.81032 ,          0.62871 ,         0.7348  ,            0.50447 ,      1.0836 ,     0.85673 ,      1.1092 ,0.00439   ,0.00439   ,0.00439
  342 ,        1.3139 ,        1.2335 ,        1.2816 ,             0.80842 ,          0.63001 ,         0.73516 ,            0.5052  ,      1.0832 ,     0.85588 ,      1.1091 ,0.0043735 ,0.0043735 ,0.0043735
  343 ,        1.3137 ,        1.2332 ,        1.2815 ,             0.81312 ,          0.62875 ,         0.7353  ,            0.50609 ,      1.0831 ,     0.85531 ,      1.109  ,0.004357  ,0.004357  ,0.004357
  344 ,        1.3133 ,        1.2341 ,        1.2821 ,             0.80884 ,          0.63079 ,         0.73523 ,            0.50574 ,      1.0836 ,     0.85539 ,      1.1092 ,0.0043405 ,0.0043405 ,0.0043405
  345 ,        1.3118 ,        1.2302 ,        1.2801 ,             0.80925 ,          0.63125 ,         0.73524 ,            0.50553 ,      1.0842 ,     0.85523 ,      1.11   ,0.004324  ,0.004324  ,0.004324
  346 ,        1.3131 ,        1.2328 ,        1.2797 ,             0.80846 ,          0.63051 ,         0.73535 ,            0.50557 ,      1.0845 ,     0.85539 ,      1.1103 ,0.0043075 ,0.0043075 ,0.0043075
  347 ,        1.3115 ,        1.2314 ,        1.2776 ,             0.80656 ,          0.63217 ,         0.73578 ,            0.50631 ,      1.0851 ,     0.85529 ,      1.1104 ,0.004291  ,0.004291  ,0.004291
  348 ,        1.3086 ,        1.2243 ,        1.2775 ,             0.80421 ,          0.63385 ,         0.73617 ,            0.50624 ,      1.084  ,     0.85544 ,      1.1096 ,0.0042745 ,0.0042745 ,0.0042745
  349 ,        1.3078 ,        1.2247 ,        1.2758 ,             0.80089 ,          0.63533 ,         0.7364  ,            0.50607 ,      1.0829 ,     0.85441 ,      1.1092 ,0.004258  ,0.004258  ,0.004258
  350 ,        1.3093 ,        1.2277 ,        1.2767 ,             0.80215 ,          0.63315 ,         0.73641 ,            0.50667 ,      1.0817 ,     0.85376 ,      1.108  ,0.0042415 ,0.0042415 ,0.0042415
  351 ,        1.3114 ,        1.2267 ,        1.2791 ,             0.8043  ,          0.63255 ,         0.73664 ,            0.50644 ,      1.0826 ,     0.85382 ,      1.1078 ,0.004225  ,0.004225  ,0.004225
  352 ,        1.3107 ,        1.2284 ,        1.2764 ,             0.80021 ,          0.63673 ,         0.73599 ,            0.50653 ,      1.0826 ,     0.85386 ,      1.1079 ,0.0042085 ,0.0042085 ,0.0042085
  353 ,        1.3051 ,        1.2231 ,        1.2743 ,             0.79365 ,          0.63846 ,         0.73588 ,            0.50612 ,      1.0828 ,     0.85351 ,      1.1078 ,0.004192  ,0.004192  ,0.004192
  354 ,        1.3081 ,        1.2263 ,        1.2772 ,             0.79274 ,          0.6384  ,         0.73656 ,            0.50619 ,      1.0836 ,     0.85374 ,      1.1083 ,0.0041755 ,0.0041755 ,0.0041755
  355 ,        1.3089 ,        1.2272 ,        1.2754 ,             0.79932 ,          0.6346  ,         0.73631 ,            0.50592 ,      1.0833 ,     0.85242 ,      1.1081 ,0.004159  ,0.004159  ,0.004159
  356 ,        1.3111 ,        1.2288 ,        1.2764 ,             0.80104 ,          0.63431 ,         0.7369  ,            0.50593 ,      1.0839 ,     0.85178 ,      1.108  ,0.0041425 ,0.0041425 ,0.0041425
  357 ,        1.3079 ,        1.2247 ,        1.2757 ,             0.80314 ,          0.63478 ,         0.73636 ,            0.50585 ,      1.0843 ,     0.85214 ,      1.1077 ,0.004126  ,0.004126  ,0.004126
  358 ,        1.3076 ,        1.2248 ,        1.2733 ,             0.80359 ,          0.6355  ,         0.73619 ,            0.50586 ,      1.0842 ,     0.85228 ,      1.1076 ,0.0041095 ,0.0041095 ,0.0041095
  359 ,        1.3092 ,        1.2263 ,        1.2737 ,             0.80368 ,          0.63422 ,         0.73587 ,            0.50582 ,      1.0835 ,     0.85093 ,      1.1077 ,0.004093  ,0.004093  ,0.004093
  360 ,        1.3089 ,        1.224  ,        1.2751 ,             0.80347 ,          0.63339 ,         0.73608 ,            0.50611 ,      1.0843 ,     0.85176 ,      1.1077 ,0.0040765 ,0.0040765 ,0.0040765
  361 ,        1.3047 ,        1.2218 ,        1.2752 ,             0.80345 ,          0.63382 ,         0.73593 ,            0.50578 ,      1.0847 ,     0.85262 ,      1.1084 ,0.00406   ,0.00406   ,0.00406
  362 ,        1.3048 ,        1.2227 ,        1.2758 ,             0.80272 ,          0.6358  ,         0.73632 ,            0.50596 ,      1.0842 ,     0.85224 ,      1.1088 ,0.0040435 ,0.0040435 ,0.0040435
  363 ,        1.3058 ,        1.2246 ,        1.2744 ,             0.8033  ,          0.63663 ,         0.73645 ,            0.50569 ,      1.0834 ,     0.8513  ,      1.1089 ,0.004027  ,0.004027  ,0.004027
  364 ,        1.3031 ,        1.2216 ,        1.2737 ,             0.80244 ,          0.63617 ,         0.73667 ,            0.5062  ,      1.0824 ,     0.85132 ,      1.1084 ,0.0040105 ,0.0040105 ,0.0040105
  365 ,        1.3045 ,        1.219  ,        1.2737 ,             0.80268 ,          0.63487 ,         0.7367  ,            0.5063  ,      1.0818 ,     0.85145 ,      1.1079 ,0.003994  ,0.003994  ,0.003994
  366 ,        1.3016 ,        1.2183 ,        1.2719 ,             0.8047  ,          0.63376 ,         0.73662 ,            0.50658 ,      1.0809 ,     0.85116 ,      1.107  ,0.0039775 ,0.0039775 ,0.0039775
  367 ,        1.3044 ,        1.2216 ,        1.2723 ,             0.80322 ,          0.63552 ,         0.73702 ,            0.50705 ,      1.0799 ,     0.85133 ,      1.1061 ,0.003961  ,0.003961  ,0.003961
  368 ,        1.3048 ,        1.221  ,        1.2733 ,             0.80447 ,          0.63412 ,         0.73763 ,            0.50715 ,      1.0808 ,     0.85125 ,      1.1062 ,0.0039445 ,0.0039445 ,0.0039445
  369 ,        1.3003 ,        1.2152 ,        1.2722 ,             0.80791 ,          0.63419 ,         0.73756 ,            0.50726 ,      1.0814 ,     0.85109 ,      1.1064 ,0.003928  ,0.003928  ,0.003928
  370 ,        1.3024 ,        1.2208 ,        1.272  ,             0.80765 ,          0.63466 ,         0.73759 ,            0.50724 ,      1.0809 ,     0.85029 ,      1.1062 ,0.0039115 ,0.0039115 ,0.0039115
  371 ,        1.3005 ,        1.2169 ,        1.2722 ,             0.80478 ,          0.63533 ,         0.73776 ,            0.50765 ,      1.0813 ,     0.85024 ,      1.1062 ,0.003895  ,0.003895  ,0.003895
  372 ,        1.3005 ,        1.2157 ,        1.2741 ,             0.80484 ,          0.63524 ,         0.73752 ,            0.5076  ,      1.0812 ,     0.85068 ,      1.1071 ,0.0038785 ,0.0038785 ,0.0038785
  373 ,        1.3    ,        1.2164 ,        1.2727 ,             0.8094  ,          0.63422 ,         0.73799 ,            0.50789 ,      1.0812 ,     0.85006 ,      1.1075 ,0.003862  ,0.003862  ,0.003862
  374 ,        1.3015 ,        1.2184 ,        1.2723 ,             0.8103  ,          0.63259 ,         0.73766 ,            0.50826 ,      1.0803 ,     0.84958 ,      1.1072 ,0.0038455 ,0.0038455 ,0.0038455
  375 ,        1.2987 ,        1.2162 ,        1.271  ,             0.80691 ,          0.63439 ,         0.73825 ,            0.50821 ,      1.0808 ,     0.85021 ,      1.1073 ,0.003829  ,0.003829  ,0.003829
  376 ,        1.303  ,        1.2171 ,        1.2699 ,             0.80746 ,          0.63459 ,         0.73807 ,            0.50793 ,      1.0802 ,     0.85032 ,      1.1067 ,0.0038125 ,0.0038125 ,0.0038125
  377 ,        1.2994 ,        1.2146 ,        1.2728 ,             0.80663 ,          0.63468 ,         0.73833 ,            0.5084  ,      1.0794 ,     0.85034 ,      1.1061 ,0.003796  ,0.003796  ,0.003796
  378 ,        1.3001 ,        1.2137 ,        1.2694 ,             0.80646 ,          0.63409 ,         0.73825 ,            0.50889 ,      1.0781 ,     0.84927 ,      1.1047 ,0.0037795 ,0.0037795 ,0.0037795
  379 ,        1.3003 ,        1.2126 ,        1.2706 ,             0.80534 ,          0.6345  ,         0.73779 ,            0.50889 ,      1.0763 ,     0.84869 ,      1.1034 ,0.003763  ,0.003763  ,0.003763
  380 ,        1.2999 ,        1.2151 ,        1.2694 ,             0.8023  ,          0.63793 ,         0.73821 ,            0.50878 ,      1.0754 ,     0.84743 ,      1.1026 ,0.0037465 ,0.0037465 ,0.0037465
  381 ,        1.2962 ,        1.2108 ,        1.2687 ,             0.79959 ,          0.63899 ,         0.73808 ,            0.50918 ,      1.075  ,     0.84697 ,      1.1017 ,0.00373   ,0.00373   ,0.00373
  382 ,        1.2983 ,        1.2137 ,        1.2703 ,             0.80222 ,          0.63869 ,         0.7386  ,            0.50974 ,      1.075  ,     0.846   ,      1.1016 ,0.0037135 ,0.0037135 ,0.0037135
  383 ,        1.2975 ,        1.214  ,        1.2689 ,             0.80234 ,          0.63812 ,         0.73807 ,            0.50964 ,      1.0762 ,     0.8456  ,      1.1026 ,0.003697  ,0.003697  ,0.003697
  384 ,        1.2976 ,        1.2127 ,        1.2685 ,             0.8024  ,          0.64072 ,         0.73874 ,            0.50996 ,      1.076  ,     0.84522 ,      1.1022 ,0.0036805 ,0.0036805 ,0.0036805
  385 ,        1.2949 ,        1.2105 ,        1.2666 ,             0.80442 ,          0.63988 ,         0.7387  ,            0.50987 ,      1.0756 ,     0.84632 ,      1.1016 ,0.003664  ,0.003664  ,0.003664
  386 ,        1.295  ,        1.213  ,        1.266  ,             0.80486 ,          0.64044 ,         0.73885 ,            0.51014 ,      1.0757 ,     0.84617 ,      1.1016 ,0.0036475 ,0.0036475 ,0.0036475
  387 ,        1.2954 ,        1.2089 ,        1.2671 ,             0.80338 ,          0.64164 ,         0.74006 ,            0.51017 ,      1.0762 ,     0.84498 ,      1.1017 ,0.003631  ,0.003631  ,0.003631
  388 ,        1.2958 ,        1.2093 ,        1.2664 ,             0.80669 ,          0.64006 ,         0.74047 ,            0.51013 ,      1.0753 ,     0.8438  ,      1.1007 ,0.0036145 ,0.0036145 ,0.0036145
  389 ,        1.2929 ,        1.2102 ,        1.2671 ,             0.80654 ,          0.64183 ,         0.74034 ,            0.51018 ,      1.0746 ,     0.84302 ,      1.1006 ,0.003598  ,0.003598  ,0.003598
  390 ,        1.2931 ,        1.207  ,        1.2648 ,             0.80659 ,          0.64007 ,         0.74022 ,            0.51016 ,      1.0749 ,     0.84223 ,      1.1007 ,0.0035815 ,0.0035815 ,0.0035815
  391 ,        1.2935 ,        1.2073 ,        1.264  ,             0.80511 ,          0.63979 ,         0.74051 ,            0.51048 ,      1.0755 ,     0.84184 ,      1.1005 ,0.003565  ,0.003565  ,0.003565
  392 ,        1.2928 ,        1.2042 ,        1.2632 ,             0.80723 ,          0.63793 ,         0.74028 ,            0.51057 ,      1.0757 ,     0.84186 ,      1.1004 ,0.0035485 ,0.0035485 ,0.0035485
  393 ,        1.2887 ,        1.2051 ,        1.2634 ,             0.80744 ,          0.63967 ,         0.73991 ,            0.51041 ,      1.0743 ,     0.84185 ,      1.0997 ,0.003532  ,0.003532  ,0.003532
